0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0.2	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.2	0.2	0.2	0.2	0.2	0.2	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.2	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.2	0.2	0.2	0.2	0.2	1	0	0	0	0	0	0
0	0	0	0	0	0	0.2	0.2	0.2	0.2	-5.55112e-17	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0	0	0	0
0	0	0	0	0	0	0.2	0.2	0.2	-5.55112e-17	-5.55112e-17	-5.55112e-17	0.3	0.3	0.3	0.3	0.3	0.3	0.2	0.2	0.2	0.2	0.2	0.2	0	0	0	0	0	0
0	0	0	0	0	1	0.2	0.2	0.2	-5.55112e-17	-5.55112e-17	-5.55112e-17	0.1	0.3	0.3	0.3	0.3	0.3	-5.55112e-17	-5.55112e-17	0.2	0.2	0.2	0.2	1	0	0	0	0	0
0	0	0	0	0	1	0.2	0.2	0.2	-5.55112e-17	-5.55112e-17	-5.55112e-17	-5.55112e-17	0.3	0.3	0.3	0.3	0.2	-5.55112e-17	-5.55112e-17	0.2	0.2	0.2	0.2	1	0	0	0	0	0
0	0	0	0	0	0.2	0.2	0.2	0.2	-5.55112e-17	-5.55112e-17	-5.55112e-17	-5.55112e-17	-5.55112e-17	0.4	0.4	0.2	-5.55112e-17	-5.55112e-17	-5.55112e-17	0.2	0.2	0.2	0.2	0.2	0	0	0	0	0
